key,locale,package,origin_text,text
poll::seo.poll_landing_title,es,metafox/poll,Polls,
poll::seo.poll_view_detail_description,es,metafox/poll,,
poll::seo.poll_view_detail_heading,es,metafox/poll,,
poll::seo.poll_view_detail_keywords,es,metafox/poll,,
poll::seo.poll_view_detail_title,es,metafox/poll,{question},
poll::seo.user_profile_poll_desription,es,metafox/poll,,
poll::seo.user_profile_poll_heading,es,metafox/poll,,
poll::seo.user_profile_poll_keywords,es,metafox/poll,,
poll::seo.user_profile_poll_title,es,metafox/poll,Polls,
poll::validation.cannot_change_your_own_vote,es,metafox/poll,"Cannot change your own vote.",
poll::validation.one_of_following_fields_value_of_attributes_is_not_unique,es,metafox/poll,"One of the following field(s): "":fields"" of attribute "":attribute"" is not unique",
poll::validation.question_maximum_length_of_characters,es,metafox/poll,"Question length must be between :min and :max.",
poll::validation.question_minimum_length_of_characters,es,metafox/poll,"Question must contain at least :number characters.",
poll::validation.the_answers_must_be_unique,es,metafox/poll,"The poll answers must be unique",
poll::validation.the_answers_you_chose_are_not_existed,es,metafox/poll,"Something's gone wrong. We're working to get it fixed as soon as we can.",
poll::validation.the_banner_image_is_required,es,metafox/poll,"The banner image is required.",
poll::validation.the_owner_just_wanted,es,metafox/poll,"The owner just wanted to share it with a group of people, limited who can view, or it was removed.",
poll::validation.the_poll_id_you_voted_for_is_not_existed,es,metafox/poll,"The poll you are voting for does not exist.",
poll::validation.the_poll_you_voted_for_is_closed,es,metafox/poll,"The poll you voted for is closed",
poll::validation.the_quantity_of_answers_you_ve_chosen_is_not_valid,es,metafox/poll,"The quantity of answers you have chosen is not valid",
poll::web.added_a_poll,es,metafox/poll,"{appName, select,
        feed {{
            parentType, select,
                group {added a poll in <profile>profile</profile>}
                page {posted a poll in <profile>profile</profile>}
                other {added a poll}
        }}

        other {added a poll}
    }",
poll::web.add_new_poll,es,metafox/poll,"Add new poll",
poll::web.add_pool,es,metafox/poll,"Add New Poll",
poll::web.all_polls,es,metafox/poll,"All Polls",
poll::web.create_poll,es,metafox/poll,"Create Poll",
poll::web.edit_poll,es,metafox/poll,"Edit Poll",
poll::web.expire_on,es,metafox/poll,"Expires on",
poll::web.featured_polls,es,metafox/poll,"Featured Polls",
poll::web.global_search_poll_no_result,es,metafox/poll,"No polls are found.",
poll::web.my_pending_polls,es,metafox/poll,"My Pending Polls",
poll::web.my_polls,es,metafox/poll,"My Polls",
poll::web.name_type_poll,es,metafox/poll,Poll,
poll::web.no_all_poll_found,es,metafox/poll,"No polls are found.",
poll::web.no_friend_poll_found,es,metafox/poll,"No polls are found.",
poll::web.no_landing_poll_found,es,metafox/poll,"No polls are found.",
poll::web.no_my_pending_poll_found,es,metafox/poll,"No polls are found.",
poll::web.no_my_poll_found,es,metafox/poll,"No polls are found.",
poll::web.no_pending_poll_found,es,metafox/poll,"No polls are found.",
poll::web.no_poll_found,es,metafox/poll,"No polls are found.",
poll::web.no_polls_found,es,metafox/poll,"No polls found.",
poll::web.no_votes,es,metafox/poll,"No Votes",
poll::web.people_who_voted,es,metafox/poll,"People Who Voted",
poll::web.please_select_an_option,es,metafox/poll,"Please select an option",
poll::web.poll_closed,es,metafox/poll,[CLOSED],
poll::web.poll_is_waiting_approve,es,metafox/poll,"This poll is waiting for approval.",
poll::web.polls,es,metafox/poll,Polls,
poll::web.popular_polls,es,metafox/poll,"Popular Polls",
poll::web.save_to_collection,es,metafox/poll,"Save to collection",
poll::web.search_polls,es,metafox/poll,"Search polls",
poll::web.value_more_options,es,metafox/poll,"{value} more options",
poll::web.voting_for_the_poll_was_closed,es,metafox/poll,"Voting on the poll was closed.",
profile::phrase.about_label,es,metafox/profile,About,
profile::phrase.about_me_description,es,metafox/profile,,
profile::phrase.about_me_label,es,metafox/profile,"About Me",
profile::phrase.active,es,metafox/profile,Active,
profile::phrase.add_custom_field,es,metafox/profile,"Add Custom Field",
profile::phrase.add_custom_location,es,metafox/profile,"Add Group",
profile::phrase.add_custom_profile,es,metafox/profile,"Add Profile Type",
profile::phrase.add_label,es,metafox/profile,asdasd,
profile::phrase.address_description,es,metafox/profile,,
profile::phrase.address_label,es,metafox/profile,Address,
profile::phrase.bio_description,es,metafox/profile,,
profile::phrase.bio_label,es,metafox/profile,Bio,
profile::phrase.blog_label,es,metafox/profile,Blog,
profile::phrase.browse_custom_field,es,metafox/profile,,
profile::phrase.browse_custom_profile,es,metafox/profile,,
profile::phrase.browse_field,es,metafox/profile,,
profile::phrase.browse_section,es,metafox/profile,,
profile::phrase.browse_sections,es,metafox/profile,"Custom Groups",
profile::phrase.browse_structure,es,metafox/profile,,
profile::phrase.create_custom_field,es,metafox/profile,,
profile::phrase.create_custom_profile,es,metafox/profile,,
profile::phrase.create_field,es,metafox/profile,,
profile::phrase.custom_field_has_been_created_successfully,es,metafox/profile,"Custom field has been created successfully.",
profile::phrase.custom_field_has_been_deleted_successfully,es,metafox/profile,"Custom field has been deleted successfully.",
profile::phrase.custom_field_has_been_updated_successfully,es,metafox/profile,"Custom field has been updated successfully.",
profile::phrase.custom_fields,es,metafox/profile,"Custom Fields",
profile::phrase.custom_group_has_been_created_successfully,es,metafox/profile,"Custom group has been created successfully.",
profile::phrase.custom_group_has_been_deleted_successfully,es,metafox/profile,"Custom group has been deleted successfully.",
profile::phrase.custom_group_has_been_updated_successfully,es,metafox/profile,"Custom group has been updated successfully.",
profile::phrase.custom_profiles,es,metafox/profile,"Profile Types",
profile::phrase.delete_confirm,es,metafox/profile,"Are you sure you want to delete this item permanently?",
profile::phrase.delete_group,es,metafox/profile,"Delete Groups",
profile::phrase.delete_group_confirm,es,metafox/profile,"Are you sure you want to permanently delete the Group "":name""?",
profile::phrase.delete_group_option_delete_all_items,es,metafox/profile,"Delete all its fields.",
profile::phrase.delete_group_option_label,es,metafox/profile,"Select an action to apply for all as its fields.",
profile::phrase.delete_group_option_move_all_items,es,metafox/profile,"Move all its fields to:",
profile::phrase.describe_label,es,metafox/profile,Describe,
profile::phrase.describeme_label,es,metafox/profile,TuoiTre,
profile::phrase.description_desc,es,metafox/profile,"Field Description",
profile::phrase.edit_custom_field,es,metafox/profile,"Edit Custom Field",
profile::phrase.edit_custom_profile,es,metafox/profile,,
profile::phrase.edit_field,es,metafox/profile,,
profile::phrase.edit_type_label,es,metafox/profile,"Editing Component",
profile::phrase.facebook_label,es,metafox/profile,Facebook,
profile::phrase.group,es,metafox/profile,Group,
profile::phrase.has_description,es,metafox/profile,"Has Description",
profile::phrase.has_label,es,metafox/profile,"Show Label",
profile::phrase.hobbies_description,es,metafox/profile,,
profile::phrase.hobbies_label,es,metafox/profile,Hobbies,
"profile::phrase.How to build this load_label",es,metafox/profile,"Never change this router",
profile::phrase.inactive,es,metafox/profile,Inactive,
profile::phrase.interest_description,es,metafox/profile,,
profile::phrase.interest_label,es,metafox/profile,Interest,
profile::phrase.is_active,es,metafox/profile,"Is Active",
profile::phrase.is_feed,es,metafox/profile,"Is Feed",
profile::phrase.is_register,es,metafox/profile,"Is Register",
profile::phrase.is_required,es,metafox/profile,"Is Required",
profile::phrase.is_search,es,metafox/profile,"Is Search",
profile::phrase.label_desc,es,metafox/profile,"Unique field label",
profile::phrase.manage_custom_fields,es,metafox/profile,"Manage Custom Fields",
profile::phrase.manage_custom_groups,es,metafox/profile,"Manage Custom Groups",
profile::phrase.me_label,es,metafox/profile,Me,
profile::phrase.movies_label,es,metafox/profile,Blog,
profile::phrase.name_desc,es,metafox/profile,"Unique field name",
profile::phrase.photo_label,es,metafox/profile,Photo,
profile::phrase.profile_label,es,metafox/profile,Profile,
profile::phrase.required,es,metafox/profile,Required,
profile::phrase.summary_label,es,metafox/profile,Summary,
profile::phrase.user,es,metafox/profile,Member,
profile::phrase.video_label,es,metafox/profile,Video,
queue::beanstalkd.host_desc,es,metafox/queue,"Beanstalk host name, etc: 127.0.0.1, localhost",
queue::beanstalkd.host_label,es,metafox/queue,Host,
queue::beanstalkd.queue_desc,es,metafox/queue,"Queue name",
queue::beanstalkd.queue_label,es,metafox/queue,Queue,
queue::failed_job.connection,es,metafox/queue,Connection,
queue::failed_job.failed_at,es,metafox/queue,"Failed At",
queue::failed_job.forget,es,metafox/queue,Forget,
queue::failed_job.queue,es,metafox/queue,Queue,
queue::failed_job.retry,es,metafox/queue,Retry,
queue::failed_job.uuid,es,metafox/queue,UUID,
queue::phrase.block_for_desc,es,metafox/queue,"Block job for a delay time in seconds (optional)",
queue::phrase.block_for_label,es,metafox/queue,"Block for",
queue::phrase.connections,es,metafox/queue,Connections,
queue::phrase.default_desc,es,metafox/queue,"Default queue connection name",
queue::phrase.default_label,es,metafox/queue,"Default Queue",
queue::phrase.edit_connection,es,metafox/queue,,
queue::phrase.exception,es,metafox/queue,Exception,
queue::phrase.failed_jobs,es,metafox/queue,"Failed Jobs",
queue::phrase.message_queue,es,metafox/queue,"Message Queue",
queue::phrase.queue_connection_beanstalkd_driver_guide,es,metafox/queue,"Beanstalk is a simple, fast work queue. Its interface is generic, but was originally designed for reducing the latency of page views in high-volume web",
queue::phrase.queue_connection_database_driver_guide,es,metafox/queue,"The jobs are stored in database table and in an ""unprocessed"" state. After jobs are processed, it will be updated into the ""completed"" state and removed from the table.",
queue::phrase.queue_connection_rabbitmq_driver_guide,es,metafox/queue,"RabbitMQ is the most widely deployed open source message broker. Check more details at https://www.rabbitmq.com/",
queue::phrase.queue_connection_redis_driver_guide,es,metafox/queue,"Redis supports transactions, which means that commands can be executed as a queue instead of executing one at a time ...",
queue::phrase.queue_connection_sqs_driver_guide,es,metafox/queue,"Amazon Simple Queue Service (SQS) is a fully managed message queuing service that enables you to decouple and scale microservices, distributed systems. Check more details at https://aws.amazon.com/sqs/",
queue::phrase.queue_connection_sync_driver_guide,es,metafox/queue,"The sync driver executes the process on the main execution thread instead of a background worker. Which is useful for debugging",
queue::phrase.retry_after_desc,es,metafox/queue,"Specify delay time (in seconds) to retry",
queue::phrase.retry_after_label,es,metafox/queue,"Retry After",
queue::phrase.settings,es,metafox/queue,Settings,
queue::phrase.site_settings,es,metafox/queue,"Queue Settings",
queue::rabbitmq.host_desc,es,metafox/queue,,
queue::rabbitmq.host_label,es,metafox/queue,Host,
queue::rabbitmq.password_desc,es,metafox/queue,,
queue::rabbitmq.password_label,es,metafox/queue,Password,
queue::rabbitmq.port_desc,es,metafox/queue,,
queue::rabbitmq.port_label,es,metafox/queue,Port,
queue::rabbitmq.queue_desc,es,metafox/queue,"Default Queue Name",
queue::rabbitmq.queue_label,es,metafox/queue,Queue,
queue::rabbitmq.user_desc,es,metafox/queue,,
queue::rabbitmq.user_label,es,metafox/queue,User,
queue::rabbitmq.vhost_desc,es,metafox/queue,,
queue::rabbitmq.vhost_label,es,metafox/queue,VHOST,
