key,locale,package,origin_text,text
marketplace::web.name_type_listing,fr,metafox/marketplace,Listing,
marketplace::web.name_type_marketplace,fr,metafox/marketplace,Marketplace,
marketplace::web.no_marketplace_found,fr,metafox/marketplace,"No listings are found.",
marketplace::web.no_marketplace_invoices_found,fr,metafox/marketplace,"No invoices found.",
marketplace::web.popular_listings,fr,metafox/marketplace,"Popular Listings",
marketplace::web.price_is_not_available,fr,metafox/marketplace,"Price is not available",
marketplace::web.search_marketplace,fr,metafox/marketplace,"Search marketplace",
marketplace::web.search_marketplaces,fr,metafox/marketplace,"Search marketplaces",
marketplace::web.tab_listing_all,fr,metafox/marketplace,"All Listings",
menu::phrase.add_new_item,fr,metafox/menu,"Add Menu Item",
menu::phrase.add_new_menu,fr,metafox/menu,"Add New Menu",
menu::phrase.browse_admin_sidebar_item,fr,metafox/menu,,
menu::phrase.browse_menu_item,fr,metafox/menu,,
menu::phrase.create_item,fr,metafox/menu,,
menu::phrase.edit_menu,fr,metafox/menu,"Edit Menu",
menu::phrase.edit_menu_item,fr,metafox/menu,"Edit Menu Item",
menu::phrase.menu_item_created_successfully,fr,metafox/menu,"Menu item created successfully.",
menu::phrase.menus,fr,metafox/menu,Menus,
menu::phrase.menu_setting,fr,metafox/menu,,
menu::phrase.menus_successfully_ordered,fr,metafox/menu,"Menus successfully ordered.",
menu::phrase.permissions,fr,metafox/menu,Permissions,
menu::phrase.resolution,fr,metafox/menu,Resolution,
menu::phrase.resource_name,fr,metafox/menu,Resource,
menu::phrase.settings,fr,metafox/menu,Settings,
mfa::phrase.authentication,fr,metafox/mfa,Authentication,
mfa::phrase.authenticator,fr,metafox/mfa,Authenticator,
mfa::phrase.authenticator_code_is_invalid,fr,metafox/mfa,"The authentication code is invalid.",
mfa::phrase.authenticator_code_is_required,fr,metafox/mfa,"The authentication code is required.",
mfa::phrase.authenticator_code_must_be_a_number_with_six_digits,fr,metafox/mfa,"The authentication code must be a number with 6 digits.",
mfa::phrase.authenticator_login_description,fr,metafox/mfa,"Type the 6-digit code that appears in the app.",
mfa::phrase.authenticator_provider_description,fr,metafox/mfa,"Recommended method. Use an app like Google Authentication to generate verification codes for more protection.",
mfa::phrase.authenticator_provider_title,fr,metafox/mfa,"Authentication App",
mfa::phrase.authenticator_qr_code_description,fr,metafox/mfa,"Or enter this code into your authentication app.",
mfa::phrase.authenticator_qr_code_placeholder,fr,metafox/mfa,"Set up on same device",
mfa::phrase.authenticator_service_form_title,fr,metafox/mfa,"Configure Google Authenticator App",
mfa::phrase.authenticator_service_setup_step_1,fr,metafox/mfa,"1. Open Google Authenticator app.",
mfa::phrase.authenticator_service_setup_step_2,fr,metafox/mfa,"2. Tap the + button on the top right corner.",
mfa::phrase.authenticator_service_setup_step_3,fr,metafox/mfa,"3. Tap Scan Barcode and point the phone to the code below.",
mfa::phrase.authenticator_service_setup_step_4,fr,metafox/mfa,"4. Type the 6-digit code that appears in the app.",
mfa::phrase.confirm_password_desc,fr,metafox/mfa,"Turn on this setting if you want users to perform password confirmation before turning ON or OFF 2FA.",
mfa::phrase.confirm_password_label,fr,metafox/mfa,"Confirm password",
mfa::phrase.deactivate_confirm,fr,metafox/mfa,"Are you sure you want to deactivate this service?",
mfa::phrase.failed_to_activate_the_service,fr,metafox/mfa,"Failed to activate the :service. The verification code is not valid.",
mfa::phrase.multi_factor_authentication,fr,metafox/mfa,"Multi-factor Authentication",
mfa::phrase.service_has_been_activated,fr,metafox/mfa,"The :service has been activated.",
mfa::phrase.service_has_been_deactivated,fr,metafox/mfa,"The :service has been deactivated.",
mfa::phrase.turn_off_two_factor_authentication_desc,fr,metafox/mfa,"If you turn off two-factor authentication, your account will be protected with only your password",
mfa::phrase.turn_off_two_factor_authentication_label,fr,metafox/mfa,"Turn Off Two-factor Authentication?",
mfa::phrase.two_factor_authentication,fr,metafox/mfa,"Two-factor Authentication",
mfa::phrase.verify,fr,metafox/mfa,Verify,
mfa::seo.mfa_settings_description,fr,metafox/mfa,"Configure multi-factor authentication.",
mfa::seo.mfa_settings_heading,fr,metafox/mfa,Authentication,
mfa::seo.mfa_settings_keywords,fr,metafox/mfa,,
mfa::seo.mfa_settings_title,fr,metafox/mfa,Authentication,
mfa::web.authentication,fr,metafox/mfa,Authentication,
notification::admin.how_long_will_the_notice_be_refreshed_minutes,fr,metafox/notification,"How long will the notice be refreshed? (minutes)",
notification::admin.how_long_will_the_notice_be_refreshed_minutes_desc,fr,metafox/notification,"Set to 0 for this setting to be inactive.",
notification::permission.can_delete_own_notification_desc,fr,metafox/notification,,
notification::permission.can_delete_own_notification_label,fr,metafox/notification,"Can delete notifications?",
notification::permission.can_moderate_notification_desc,fr,metafox/notification,,
notification::permission.can_moderate_notification_label,fr,metafox/notification,can_moderate_notification_label,
notification::permission.can_view_any_notification_desc,fr,metafox/notification,,
notification::permission.can_view_any_notification_label,fr,metafox/notification,"Can view all notifications?",
notification::permission.can_view_notification_desc,fr,metafox/notification,,
notification::permission.can_view_notification_label,fr,metafox/notification,can_view_notification_label,
notification::phrase.all_notification_removed,fr,metafox/notification,"All notifications have been removed successfully.",
notification::phrase.cannot_mark_notification_as_read,fr,metafox/notification,"Cannot mark notifications as read.",
notification::phrase.delete,fr,metafox/notification,Delete,
notification::phrase.delete_all_notifications,fr,metafox/notification,"Delete All Notifications",
notification::phrase.delete_confirm,fr,metafox/notification,"Are you sure you want to remove this notification?",
notification::phrase.delete_confirm_all,fr,metafox/notification,"Are you sure you want to remove all notifications?",
notification::phrase.edit_notification_type,fr,metafox/notification,"Edit Notification Type",
notification::phrase.email_notifications,fr,metafox/notification,"Email Notifications",
notification::phrase.enable_this_notification_type,fr,metafox/notification,"Enable this notification type?",
notification::phrase.in_app_notifications,fr,metafox/notification,"In-app Notifications",
notification::phrase.is_request_notification_type,fr,metafox/notification,"Is request notification type?",
notification::phrase.is_system_notification_type,fr,metafox/notification,"Is system notification type?",
notification::phrase.mark_all_as_read,fr,metafox/notification,"Mark all as read",
notification::phrase.mark_as_read,fr,metafox/notification,"Mark as read",
notification::phrase.marked_all_as_read_successfully,fr,metafox/notification,"Marked all as read successfully.",
notification::phrase.marked_as_read_successfully,fr,metafox/notification,"Marked as read successfully.",
notification::phrase.mobile_notifications,fr,metafox/notification,"Mobile Notifications",
notification::phrase.notification,fr,metafox/notification,Notification,
notification::phrase.notification_is_removed_successfully,fr,metafox/notification,"Notification has been removed successfully.",
notification::phrase.notification_notification_type,fr,metafox/notification,Notification,
notification::phrase.notifications,fr,metafox/notification,Notifications,
notification::phrase.notification_setting_not_exist,fr,metafox/notification,"The :attribute does not exist.",
notification::phrase.notification_settings,fr,metafox/notification,"Notification settings",
notification::phrase.notification_type_can_edit,fr,metafox/notification,"Can edit status of this notification type?",
notification::phrase.notification_type_enable_database_channel,fr,metafox/notification,"Enable Database channel?",
notification::phrase.notification_type_enable_mail_channel,fr,metafox/notification,"Enable Mail channel?",
notification::phrase.open_notifications,fr,metafox/notification,"Open notifications",
notification::phrase.remove_this_notification,fr,metafox/notification,"Remove this notification",
notification::phrase.settings,fr,metafox/notification,Settings,
notification::phrase.sms_notifications,fr,metafox/notification,"SMS Notifications",
notification::phrase.types,fr,metafox/notification,Types,
notification::seo.notification,fr,metafox/notification,Notifications,
notification::seo.notification_desription,fr,metafox/notification,,
notification::seo.notification_heading,fr,metafox/notification,,
notification::seo.notification_keywords,fr,metafox/notification,,
notification::web.web_push_consent_desc,fr,metafox/notification,"Allow push notifications from our website.",
page::mail.user_full_name_like_page_subject,fr,metafox/page,":user_full_name liked your page ':title'",
page::notification.page_approved_successfully_notification,fr,metafox/page,"An admin approved your Page.",
page::notification.user_full_name_invited_you_to_admin_page_title,fr,metafox/page,"<b>:user_full_name</b> invited you to become an admin of page <b>:title</b>.",
page::notification.user_full_name_invited_you_to_like_page_title,fr,metafox/page,"<b>:user_full_name</b> invited you to like page <b>:title</b>.",
page::notification.user_full_name_like_page_title,fr,metafox/page,"<b>:user_full_name</b> liked your page <b>:title</b>.",
page::notification.you_have_a_request_claim_page,fr,metafox/page,"You have a request claim page from <b>:user_name</b>.",
page::notification.your_have_been_removed_as_owner_of_page_title,fr,metafox/page,"You have been removed as owner of page <b>:title</b>.",
page::notification.your_have_now_become_the_new_owner_of_title,fr,metafox/page,"You have now become the new owner of <b>:title</b>.",
page::permission.can_approve_page_desc,fr,metafox/page,,
page::permission.can_approve_page_label,fr,metafox/page,"Can approve pages?",
page::permission.can_auto_approved_page_desc,fr,metafox/page,,
page::permission.can_auto_approved_page_label,fr,metafox/page,"Automatically approve pages of users having this role?",
page::permission.can_claim_page_desc,fr,metafox/page,,
page::permission.can_claim_page_label,fr,metafox/page,"Can claim pages?",
page::permission.can_comment_page_desc,fr,metafox/page,,
page::permission.can_create_page_desc,fr,metafox/page,,
page::permission.can_create_page_label,fr,metafox/page,"Can create new pages?",
page::permission.can_create_page_type_desc,fr,metafox/page,,
page::permission.can_delete_page_desc,fr,metafox/page,,
page::permission.can_delete_page_label,fr,metafox/page,"Can delete own pages?",
page::permission.can_delete_page_type_desc,fr,metafox/page,,
page::permission.can_feature_page_desc,fr,metafox/page,,
page::permission.can_feature_page_label,fr,metafox/page,"Can feature a pages?",
page::permission.can_flood_control_page_desc,fr,metafox/page,"Setting it to ""0"" (without quotes) is default and users will not have to wait.",
page::permission.can_flood_control_page_label,fr,metafox/page,"How many minutes this user group should wait before they can add new page.",
page::permission.can_moderate_page_desc,fr,metafox/page,,
page::permission.can_moderate_page_label,fr,metafox/page,"Can moderate pages?",
page::permission.can_purchase_sponsor_page_desc,fr,metafox/page,,
page::permission.can_purchase_sponsor_page_label,fr,metafox/page,"Can members of this user group purchase a sponsored ad space?",
page::permission.can_quota_control_page_desc,fr,metafox/page,"The maximum number of pages that members of this user group can create. For unlimited add ""0"" without quotes",
page::permission.can_quota_control_page_label,fr,metafox/page,"Maximum number of Pages can create?",
page::permission.can_report_page_desc,fr,metafox/page,,
page::permission.can_report_page_label,fr,metafox/page,"Can report pages?",
page::permission.can_save_page_desc,fr,metafox/page,,
page::permission.can_save_page_label,fr,metafox/page,"Can save pages?",
page::permission.can_share_page_desc,fr,metafox/page,,
page::permission.can_share_page_label,fr,metafox/page,"Can share pages?",
page::permission.can_sponsor_page_desc,fr,metafox/page,,
page::permission.can_sponsor_page_label,fr,metafox/page,"Can sponsor Pages?",
page::permission.can_update_page_desc,fr,metafox/page,,
page::permission.can_update_page_label,fr,metafox/page,"Can manage own pages?",
page::permission.can_update_page_type_desc,fr,metafox/page,,
page::permission.can_upload_cover_page_desc,fr,metafox/page,,
page::permission.can_upload_cover_page_label,fr,metafox/page,"Can upload cover photo on Pages?",
page::permission.can_view_page_desc,fr,metafox/page,,
page::permission.can_view_page_label,fr,metafox/page,"Can browse and view pages?",
page::phrase.about,fr,metafox/page,About,
page::phrase.about_page,fr,metafox/page,"About Page",
page::phrase.add_as_friend,fr,metafox/page,"Add as Friend",
page::phrase.added_a_page,fr,metafox/page,"added a page",
page::phrase.add_new_page,fr,metafox/page,"Add New Page",
page::phrase.add_page_admin_successfully,fr,metafox/page,"Added page admin successfully.",
